verb,tam,modal,transitivity,polarity,complementizer,count
map,perfect,none,intransitive,negative,that,1
march,present,none,intransitive,positive,that,17
mare,present,none,intransitive,positive,that,10
mark,infinitival,none,intransitive,positive,that,13
mark,infinitival,none,intransitive,positive,whether,1
mark,modal,will,intransitive,negative,that,1
mark,perfect,none,intransitive,positive,that,2
mark,present,none,intransitive,positive,that,167
mark,present,none,intransitive,positive,whether,8
mark,progressive,none,intransitive,positive,that,1
market,infinitival,none,intransitive,positive,that,13
market,perfect,none,intransitive,positive,that,1
market,present,none,intransitive,positive,that,421
market,present,none,intransitive,positive,whether,3
market,progressive,none,intransitive,negative,that,1
market,progressive,none,intransitive,positive,that,1
marry,infinitival,none,intransitive,positive,that,13
marry,infinitival,none,transitive,positive,that,3
marry,modal,shall,transitive,positive,that,3
marry,past,none,intransitive,positive,that,43
marry,past,none,transitive,negative,that,1
marry,past,none,transitive,positive,that,5
marry,perfect,none,intransitive,positive,that,9
marry,perfect,none,transitive,positive,that,1
marry,present,none,intransitive,positive,that,16
marry,progressive,none,intransitive,negative,that,1
marvel,infinitival,none,intransitive,positive,that,10
marvel,past,none,intransitive,negative,that,1
marvel,past,none,intransitive,positive,that,100
marvel,perfect,none,intransitive,positive,that,4
marvel,present,none,intransitive,negative,that,1
marvel,present,none,intransitive,positive,that,97
marvel,progressive,none,intransitive,positive,that,3
mash,perfect,none,intransitive,positive,that,1
mask,present,none,intransitive,positive,that,28
massacre,present,none,intransitive,positive,that,38
massage,present,none,intransitive,positive,that,16
massage,progressive,none,intransitive,positive,that,1
master,infinitival,none,intransitive,positive,that,3
master,past,none,intransitive,positive,that,12
master,perfect,none,intransitive,negative,that,1
master,perfect,none,intransitive,positive,that,13
match,infinitival,none,intransitive,positive,that,29
match,modal,could,intransitive,negative,that,2
match,past,none,intransitive,negative,that,4
match,past,none,intransitive,positive,that,11
match,perfect,none,intransitive,negative,that,1
match,perfect,none,intransitive,positive,that,4
match,perfect,none,transitive,positive,that,1
match,present,none,intransitive,negative,that,8
match,present,none,intransitive,positive,that,169
match,progressive,none,intransitive,positive,that,1
materialize,perfect,none,intransitive,positive,that,2
matter,infinitival,none,intransitive,negative,whether,1
matter,infinitival,none,intransitive,positive,that,47
matter,infinitival,none,intransitive,positive,whether,22
matter,modal,may,intransitive,negative,that,4
matter,modal,may,intransitive,negative,whether,3
matter,modal,might,intransitive,negative,whether,2
matter,modal,ought,intransitive,negative,whether,1
matter,modal,should,intransitive,negative,that,7
matter,modal,should,intransitive,negative,whether,18
matter,modal,will,intransitive,negative,that,24
matter,modal,will,intransitive,negative,whether,10
matter,modal,would,intransitive,negative,that,17
matter,modal,would,intransitive,negative,whether,16
matter,past,none,intransitive,negative,that,369
matter,past,none,intransitive,negative,whether,113
matter,past,none,intransitive,positive,that,49
matter,past,none,intransitive,positive,whether,9
matter,perfect,none,intransitive,negative,that,1
matter,perfect,none,intransitive,negative,whether,2
matter,perfect,none,intransitive,positive,that,5
matter,perfect,none,intransitive,positive,whether,4
matter,present,none,intransitive,negative,that,541
matter,present,none,intransitive,negative,whether,659
matter,present,none,intransitive,positive,that,342
matter,present,none,intransitive,positive,whether,325
maximize,infinitival,none,intransitive,positive,that,3
mean,infinitival,none,intransitive,negative,that,4
mean,infinitival,none,intransitive,positive,that,912
mean,modal,can,intransitive,negative,that,19
mean,modal,can,intransitive,positive,that,71
mean,modal,could,intransitive,negative,that,4
mean,modal,could,intransitive,positive,that,361
mean,modal,may,intransitive,negative,that,9
mean,modal,may,intransitive,positive,that,296
mean,modal,might,intransitive,negative,that,3
mean,modal,might,intransitive,positive,that,147
mean,modal,must,intransitive,positive,that,129
mean,modal,must,transitive,positive,that,4
mean,modal,need,intransitive,negative,that,5
mean,modal,should,intransitive,negative,that,24
mean,modal,should,intransitive,positive,that,41
mean,modal,will,intransitive,negative,that,8
mean,modal,will,intransitive,positive,that,295
mean,modal,would,intransitive,negative,that,28
mean,modal,would,intransitive,positive,that,1144
mean,past,none,intransitive,negative,that,505
mean,past,none,intransitive,positive,that,6661
mean,past,none,intransitive,positive,whether,3
mean,perfect,none,intransitive,negative,that,10
mean,perfect,none,intransitive,positive,that,444
mean,present,none,intransitive,negative,that,8245
mean,present,none,intransitive,negative,whether,1
mean,present,none,intransitive,positive,that,31044
mean,present,none,intransitive,positive,whether,37
mean,present,none,transitive,positive,that,2
mean,present,none,transitive,positive,whether,1
mean,progressive,none,intransitive,negative,that,2
mean,progressive,none,intransitive,positive,that,12
measure,infinitival,none,intransitive,positive,that,18
measure,infinitival,none,intransitive,positive,whether,57
measure,modal,can,intransitive,negative,whether,1
measure,modal,can,intransitive,positive,whether,6
measure,modal,might,intransitive,positive,whether,1
measure,modal,will,intransitive,positive,whether,2
measure,modal,would,intransitive,positive,whether,1
measure,past,none,intransitive,negative,that,1
measure,past,none,intransitive,positive,that,9
measure,past,none,intransitive,positive,whether,14
measure,perfect,none,intransitive,positive,that,2
measure,perfect,none,intransitive,positive,whether,1
measure,present,none,intransitive,negative,that,1
measure,present,none,intransitive,negative,whether,4
measure,present,none,intransitive,positive,that,657
measure,present,none,intransitive,positive,whether,43
measure,progressive,none,intransitive,positive,that,2
medicaid,past,none,intransitive,positive,that,18
meditate,progressive,none,intransitive,positive,that,1
meds,present,none,intransitive,positive,that,14
meerkat,present,none,intransitive,positive,that,8
meet,infinitival,none,intransitive,positive,that,55
meet,infinitival,none,transitive,positive,whether,2
meet,past,none,intransitive,negative,that,6
meet,past,none,intransitive,positive,that,110
meet,past,none,transitive,positive,that,13
meet,perfect,none,intransitive,negative,that,9
meet,perfect,none,intransitive,positive,that,40
meet,perfect,none,transitive,positive,that,1
meet,present,none,intransitive,negative,that,21
meet,present,none,intransitive,positive,that,167
meet,present,none,intransitive,positive,whether,1
meet,present,none,transitive,positive,that,2
meet,present,none,transitive,positive,whether,1
meet,progressive,none,intransitive,positive,that,6
melt,present,none,intransitive,positive,that,14
melt,progressive,none,intransitive,positive,whether,1
memorize,infinitival,none,intransitive,positive,that,6
memorize,perfect,none,intransitive,positive,that,3
men-tion,infinitival,none,intransitive,negative,that,1
mend,perfect,none,intransitive,positive,that,1
mention,infinitival,none,intransitive,negative,that,893
mention,infinitival,none,intransitive,negative,whether,5
mention,infinitival,none,intransitive,positive,that,2231
mention,infinitival,none,intransitive,positive,whether,8
mention,modal,can,intransitive,negative,that,6
mention,modal,could,intransitive,positive,that,9
mention,modal,have,intransitive,positive,that,13
mention,modal,might,intransitive,positive,that,29
mention,modal,must,intransitive,positive,that,13
mention,modal,should,intransitive,negative,that,4
mention,modal,should,intransitive,positive,that,315
mention,modal,will,intransitive,negative,that,11
mention,modal,will,intransitive,positive,that,48
mention,modal,would,intransitive,negative,that,2
mention,modal,would,intransitive,positive,that,19
mention,past,none,intransitive,negative,that,277
mention,past,none,intransitive,negative,whether,8
mention,past,none,intransitive,positive,that,3178
mention,past,none,intransitive,positive,whether,4
mention,past,none,transitive,positive,that,2
mention,perfect,none,intransitive,negative,that,31
mention,perfect,none,intransitive,negative,whether,3
mention,perfect,none,intransitive,positive,that,442
mention,perfect,none,intransitive,positive,whether,2
mention,perfect,none,transitive,positive,that,1
mention,present,none,intransitive,negative,that,165
mention,present,none,intransitive,negative,whether,5
mention,present,none,intransitive,positive,that,1501
mention,present,none,intransitive,positive,whether,2
mention,progressive,none,intransitive,negative,that,1
mention,progressive,none,intransitive,positive,that,23
merge,past,none,intransitive,positive,that,6
merit,perfect,none,intransitive,positive,that,1
merit,present,none,intransitive,positive,whether,1
mess,past,none,intransitive,positive,that,5
mess,perfect,none,intransitive,positive,that,1
message,progressive,none,intransitive,positive,that,1
micromanaging,progressive,none,intransitive,positive,that,1
microwave,progressive,none,intransitive,negative,that,1
milk,perfect,none,intransitive,positive,that,2
milk,progressive,none,intransitive,positive,that,3
milkshake,present,none,intransitive,positive,whether,1
mimic,infinitival,none,intransitive,positive,that,6
mind,infinitival,none,intransitive,negative,that,7
mind,infinitival,none,intransitive,negative,whether,1
mind,infinitival,none,intransitive,positive,that,99
mind,infinitival,none,intransitive,positive,whether,4
mind,modal,will,intransitive,negative,that,6
mind,modal,would,intransitive,negative,that,24
mind,past,none,intransitive,negative,that,106
mind,past,none,intransitive,positive,that,39
mind,past,none,transitive,negative,that,1
mind,perfect,none,intransitive,negative,that,5
mind,perfect,none,intransitive,positive,that,3
mind,present,none,intransitive,negative,that,234
mind,present,none,intransitive,negative,whether,4
mind,present,none,intransitive,positive,that,1651
mind,present,none,intransitive,positive,whether,19
mind,progressive,none,intransitive,negative,that,5
mindboggling,progressive,none,intransitive,positive,that,8
mindsets,present,none,intransitive,positive,that,10
mine,perfect,none,intransitive,positive,that,1
mine,progressive,none,intransitive,positive,that,1
minimize,infinitival,none,intransitive,positive,that,9
minimize,present,none,intransitive,negative,that,2
mint,perfect,none,intransitive,positive,that,1
minutize,infinitival,none,intransitive,positive,whether,1
mirror,infinitival,none,intransitive,positive,that,3
mirror,past,none,intransitive,positive,that,5
mirror,perfect,none,intransitive,positive,that,1
mirror,progressive,none,intransitive,positive,that,1
misbehave,progressive,none,intransitive,negative,that,1
misbehave,progressive,none,intransitive,positive,that,1
misconstrue,perfect,none,intransitive,positive,that,2
misguide,present,none,intransitive,negative,that,1
misinterpret,perfect,none,intransitive,positive,that,1
misinterpret,progressive,none,intransitive,positive,that,2
misjudge,past,none,intransitive,positive,whether,2
mislead,present,none,transitive,negative,that,1
mispronounce,progressive,none,intransitive,negative,that,2
misread,progressive,none,intransitive,positive,that,1
misremember,perfect,none,intransitive,positive,that,2
misrepresent,past,none,intransitive,positive,that,8
misrepresent,progressive,none,intransitive,negative,that,1
miss,infinitival,none,intransitive,positive,that,39
miss,modal,could,intransitive,negative,that,2
miss,modal,will,intransitive,negative,that,2
miss,modal,would,intransitive,negative,that,3
miss,past,none,intransitive,negative,that,7
miss,past,none,intransitive,positive,that,247
miss,past,none,transitive,positive,whether,1
miss,perfect,none,intransitive,negative,that,2
miss,perfect,none,intransitive,positive,that,72
miss,perfect,none,intransitive,positive,whether,1
miss,present,none,intransitive,negative,that,7
miss,present,none,intransitive,positive,that,183
miss,present,none,intransitive,positive,whether,3
miss,present,none,transitive,positive,that,1
miss,present,none,transitive,positive,whether,1
miss,progressive,none,intransitive,negative,that,2
miss,progressive,none,intransitive,positive,that,73
miss,progressive,none,intransitive,positive,whether,1
miss,progressive,none,transitive,positive,that,1
misstate,past,none,intransitive,positive,that,63
misstate,progressive,none,intransitive,positive,that,1
mistake,past,none,intransitive,positive,that,5
mistake,perfect,none,intransitive,negative,that,1
mistake,perfect,none,intransitive,positive,that,2
mistake,present,none,intransitive,negative,that,6
mistake,progressive,none,intransitive,positive,that,1
mistreat,perfect,none,transitive,positive,that,1
mistrust,infinitival,none,intransitive,positive,whether,1
mistrust,present,none,intransitive,positive,that,19
misunderstand,infinitival,none,intransitive,positive,that,3
misunderstand,perfect,none,intransitive,positive,that,3
misunderstand,perfect,none,transitive,positive,that,1
misunderstand,progressive,none,intransitive,positive,that,3
misuse,progressive,none,intransitive,positive,whether,1
mitigate,infinitival,none,intransitive,positive,that,5
mitigate,past,none,intransitive,negative,that,1
mitigate,perfect,none,intransitive,positive,that,1
mix,infinitival,none,intransitive,positive,that,8
mix,past,none,intransitive,positive,that,7
mix,perfect,none,intransitive,positive,that,1
mix,present,none,intransitive,negative,that,1
mix,present,none,intransitive,positive,that,153
moan,past,none,intransitive,negative,that,1
moan,past,none,intransitive,positive,that,16
moan,perfect,none,intransitive,positive,that,1
moan,present,none,intransitive,positive,that,12
moan,progressive,none,intransitive,positive,that,3
model,infinitival,none,intransitive,positive,that,4
model,past,none,intransitive,positive,whether,1
model,perfect,none,intransitive,positive,that,2
model,present,none,intransitive,negative,that,1
model,present,none,intransitive,positive,that,64
model,present,none,intransitive,positive,whether,1
model,progressive,none,intransitive,negative,that,1
model,progressive,none,intransitive,positive,that,2
moderate,modal,will,intransitive,positive,whether,1
modify,infinitival,none,intransitive,positive,that,7
modify,past,none,intransitive,negative,that,1
modify,perfect,none,intransitive,negative,that,1
modify,perfect,none,intransitive,positive,that,4
modulate,modal,will,intransitive,negative,that,1
mold,present,none,intransitive,positive,that,47
monetize,progressive,none,intransitive,positive,that,1
monitor,infinitival,none,intransitive,positive,that,9
monitor,infinitival,none,intransitive,positive,whether,16
monitor,infinitival,none,transitive,positive,that,2
monitor,modal,can,intransitive,positive,whether,2
monitor,modal,could,intransitive,positive,whether,2
monitor,modal,should,intransitive,positive,whether,1
monitor,past,none,intransitive,negative,whether,1
monitor,past,none,intransitive,positive,whether,1
monitor,perfect,none,intransitive,positive,that,1
monitor,present,none,intransitive,negative,whether,1
monitor,present,none,intransitive,positive,that,144
monitor,present,none,intransitive,positive,whether,10
monitor,progressive,none,intransitive,negative,that,1
monitor,progressive,none,intransitive,positive,that,13
monitor,progressive,none,intransitive,positive,whether,1
monitor,progressive,none,transitive,positive,that,4
moon,present,none,intransitive,negative,that,1
mortify,past,none,intransitive,positive,that,9
mortify,progressive,none,intransitive,positive,that,1
motes,present,none,intransitive,positive,that,8
motion,past,none,intransitive,positive,that,24
motor,present,none,intransitive,positive,that,22
mount,infinitival,none,intransitive,positive,that,15
mount,past,none,intransitive,positive,that,19
mount,perfect,none,intransitive,positive,that,7
mount,present,none,intransitive,positive,that,63
mount,progressive,none,intransitive,positive,that,58
mourn,past,none,intransitive,positive,that,5
mourn,progressive,none,intransitive,positive,that,2
move,infinitival,none,intransitive,negative,that,1
move,infinitival,none,intransitive,positive,that,57
move,modal,can,intransitive,negative,that,11
move,modal,can,intransitive,positive,that,11
move,modal,could,intransitive,positive,that,10
move,past,none,intransitive,negative,that,1
move,past,none,intransitive,positive,that,66
move,past,none,intransitive,positive,whether,1
move,perfect,none,intransitive,negative,that,2
move,perfect,none,intransitive,positive,that,17
move,present,none,intransitive,negative,that,6
move,present,none,intransitive,positive,that,588
move,present,none,intransitive,positive,whether,1
move,progressive,none,intransitive,negative,that,2
move,progressive,none,intransitive,positive,that,17
move,progressive,none,transitive,positive,whether,1
mubarak,present,none,intransitive,positive,whether,1
mudslinging,progressive,none,intransitive,positive,that,1
mug,present,none,intransitive,positive,that,13
mull,past,none,intransitive,positive,that,6
mull,past,none,intransitive,positive,whether,4
mull,present,none,intransitive,positive,whether,6
mull,progressive,none,intransitive,positive,that,4
mull,progressive,none,intransitive,positive,whether,12
multiply,infinitival,none,intransitive,positive,that,6
multiply,past,none,intransitive,positive,that,10
multiply,perfect,none,intransitive,positive,that,1
multiply,present,none,intransitive,positive,that,252
multiply,progressive,none,intransitive,positive,that,1
multitasking,progressive,none,intransitive,positive,that,1
mumble,past,none,intransitive,positive,that,30
mumble,present,none,intransitive,positive,that,12
murder,infinitival,none,intransitive,positive,that,4
murder,past,none,intransitive,negative,that,1
murder,past,none,intransitive,positive,that,10
murder,perfect,none,intransitive,positive,that,1
murmur,past,none,intransitive,positive,that,22
murmur,present,none,intransitive,positive,that,8
muse,infinitival,none,intransitive,positive,that,3
muse,infinitival,none,intransitive,positive,whether,1
muse,past,none,intransitive,positive,that,67
muse,perfect,none,intransitive,positive,that,8
muse,present,none,intransitive,positive,that,12
muse,progressive,none,intransitive,positive,that,1
muse,progressive,none,intransitive,positive,whether,2
muster,present,none,transitive,negative,that,1
mutter,infinitival,none,intransitive,positive,that,4
mutter,past,none,intransitive,positive,that,42
mutter,perfect,none,intransitive,positive,that,2
mutter,progressive,none,intransitive,positive,that,6
mystify,present,none,transitive,positive,that,1
mystify,progressive,none,intransitive,positive,that,4
nail,infinitival,none,intransitive,positive,that,6
nail,past,none,intransitive,positive,that,15
nail,perfect,none,intransitive,positive,that,4
name,infinitival,none,intransitive,positive,that,4
name,infinitival,none,transitive,positive,that,2
name,modal,will,intransitive,negative,that,1
name,modal,would,transitive,positive,that,1
name,past,none,intransitive,positive,that,20
name,past,none,transitive,negative,that,1
name,past,none,transitive,positive,that,9
name,perfect,none,intransitive,positive,that,4
name,present,none,intransitive,positive,that,67
name,present,none,transitive,positive,that,4
name,progressive,none,intransitive,positive,that,1
nap,progressive,none,intransitive,positive,that,1
narrow,perfect,none,intransitive,positive,that,4
navigate,infinitival,none,intransitive,positive,that,5
navigate,perfect,none,intransitive,positive,that,3
near,present,none,intransitive,positive,that,24
near,progressive,none,intransitive,positive,that,2
necessitate,past,none,intransitive,positive,that,17
necessitate,perfect,none,intransitive,positive,that,7
necessitate,present,none,intransitive,negative,that,4
necessitate,present,none,intransitive,positive,that,66
need,infinitival,none,intransitive,positive,that,23
need,modal,will,intransitive,negative,that,5
need,modal,will,intransitive,positive,that,26
need,modal,would,intransitive,negative,that,2
need,modal,would,intransitive,positive,that,8
need,past,none,intransitive,negative,that,36
need,past,none,intransitive,positive,that,248
need,past,none,intransitive,positive,whether,2
need,past,none,transitive,negative,whether,1
need,past,none,transitive,positive,that,4
need,perfect,none,intransitive,negative,that,2
need,perfect,none,intransitive,positive,that,6
need,perfect,none,transitive,negative,that,1
need,present,none,intransitive,negative,that,152
need,present,none,intransitive,positive,that,1111
need,present,none,intransitive,positive,whether,3
need,present,none,transitive,negative,that,2
need,present,none,transitive,positive,that,2
need,present,none,transitive,positive,whether,5
need,progressive,none,intransitive,positive,that,20
negate,infinitival,none,intransitive,positive,that,3
negate,past,none,intransitive,positive,whether,1
negate,present,none,intransitive,negative,that,4
negate,progressive,none,intransitive,negative,that,1
neglect,perfect,none,intransitive,positive,that,4
neglect,present,none,intransitive,positive,that,34
neglect,progressive,none,intransitive,positive,that,1
negotiate,infinitival,none,intransitive,positive,that,11
negotiate,infinitival,none,intransitive,positive,whether,3
negotiate,past,none,intransitive,positive,that,14
negotiate,perfect,none,intransitive,positive,that,2
negotiate,progressive,none,intransitive,positive,that,3
negotiate,progressive,none,intransitive,positive,whether,2
net,perfect,none,intransitive,positive,that,1
net,progressive,none,intransitive,positive,that,1
network,present,none,intransitive,positive,that,27
neurotransmitter,present,none,intransitive,positive,that,23
neutralize,infinitival,none,intransitive,positive,that,6
neutralize,perfect,none,intransitive,positive,that,1
nevermind,present,none,intransitive,positive,that,83
nevermind,present,none,intransitive,positive,whether,2
newsweek,infinitival,none,intransitive,positive,that,9
newsweek,present,none,intransitive,positive,that,24
nip,infinitival,none,intransitive,positive,that,6
nip,past,none,intransitive,positive,that,5
nipple,present,none,intransitive,positive,whether,1
nitpick,progressive,none,intransitive,positive,that,1
nitpicking,progressive,none,intransitive,positive,that,1
nix,past,none,intransitive,positive,that,5
no-tice,present,none,intransitive,negative,that,1
nod,past,none,intransitive,positive,that,29
nod,present,none,intransitive,positive,that,14
nominate,perfect,none,intransitive,positive,that,1
noodle,present,none,intransitive,positive,that,21
norplant,present,none,intransitive,positive,whether,1
note,infinitival,none,intransitive,negative,that,2
note,infinitival,none,intransitive,positive,that,4345
note,infinitival,none,intransitive,positive,whether,16
note,modal,be,intransitive,positive,that,18
note,modal,can,intransitive,positive,that,37
note,modal,could,intransitive,positive,that,13
note,modal,have,intransitive,positive,that,11
note,modal,may,intransitive,positive,that,29
note,modal,might,intransitive,positive,that,69
note,modal,must,intransitive,positive,that,55
note,modal,should,intransitive,negative,that,2
note,modal,should,intransitive,positive,that,506
note,modal,should,intransitive,positive,whether,1
note,modal,will,intransitive,positive,that,390
note,modal,will,intransitive,positive,whether,5
note,modal,would,intransitive,positive,that,113
note,past,none,intransitive,negative,that,6
note,past,none,intransitive,negative,whether,2
note,past,none,intransitive,positive,that,11595
note,past,none,intransitive,positive,whether,13
note,perfect,none,intransitive,negative,that,2
note,perfect,none,intransitive,positive,that,918
note,perfect,none,transitive,positive,that,2
note,present,none,intransitive,negative,that,7
note,present,none,intransitive,negative,whether,1
note,present,none,intransitive,positive,that,18406
note,present,none,intransitive,positive,whether,32
note,progressive,none,intransitive,positive,that,39
notice,infinitival,none,intransitive,negative,that,71
notice,infinitival,none,intransitive,positive,that,916
notice,infinitival,none,intransitive,positive,whether,6
notice,modal,can,intransitive,negative,that,2
notice,modal,can,intransitive,positive,that,13
notice,modal,could,intransitive,negative,that,2
notice,modal,have,intransitive,positive,that,15
notice,modal,may,intransitive,negative,that,6
notice,modal,may,intransitive,positive,that,126
notice,modal,might,intransitive,negative,that,2
notice,modal,might,intransitive,positive,that,62
notice,modal,should,intransitive,positive,that,21
notice,modal,should,intransitive,positive,whether,1
notice,modal,will,intransitive,negative,that,28
notice,modal,will,intransitive,positive,that,709
notice,modal,will,intransitive,positive,whether,2
notice,modal,would,intransitive,negative,that,17
notice,modal,would,intransitive,negative,whether,1
notice,modal,would,intransitive,positive,that,63
notice,past,none,intransitive,negative,that,185
notice,past,none,intransitive,negative,whether,2
notice,past,none,intransitive,positive,that,6152
notice,past,none,intransitive,positive,whether,2
notice,perfect,none,intransitive,negative,that,147
notice,perfect,none,intransitive,positive,that,1916
notice,perfect,none,transitive,positive,that,1
notice,present,none,intransitive,negative,that,83
notice,present,none,intransitive,negative,whether,1
notice,present,none,intransitive,positive,that,3754
notice,present,none,intransitive,positive,whether,15
notice,progressive,none,intransitive,positive,that,114
notify,infinitival,none,intransitive,positive,that,3
notify,infinitival,none,transitive,positive,that,16
notify,modal,will,transitive,positive,whether,1
notify,past,none,transitive,positive,that,35
notify,perfect,none,intransitive,positive,that,1
notify,perfect,none,transitive,negative,that,1
notify,perfect,none,transitive,positive,that,10
notify,present,none,transitive,positive,that,8
notify,progressive,none,transitive,negative,that,1
nourish,perfect,none,intransitive,positive,that,3
nuggets,present,none,intransitive,positive,that,8
nullify,perfect,none,intransitive,positive,that,2
number,present,none,intransitive,positive,whether,1
number-was,past,none,intransitive,positive,whether,1
nurse,present,none,intransitive,positive,whether,1
nurse,present,none,transitive,positive,that,2
nurse,progressive,none,intransitive,positive,that,4
nurture,infinitival,none,intransitive,positive,that,3
obey,infinitival,none,intransitive,positive,that,3
obey,infinitival,none,intransitive,positive,whether,1
obey,perfect,none,intransitive,positive,that,1
object,infinitival,none,intransitive,positive,that,24
object,modal,may,intransitive,positive,that,23
object,modal,might,intransitive,positive,that,36
object,modal,will,intransitive,positive,that,14
object,past,none,intransitive,negative,that,2
object,past,none,intransitive,positive,that,97
object,perfect,none,intransitive,positive,that,9
object,present,none,intransitive,negative,that,1
object,present,none,intransitive,positive,that,465
object,present,none,intransitive,positive,whether,1
object,progressive,none,intransitive,positive,that,1
obscure,infinitival,none,intransitive,positive,that,3
obscure,infinitival,none,intransitive,positive,whether,1
obscure,perfect,none,intransitive,positive,that,2
obscure,present,none,intransitive,positive,that,36
obscure,present,none,intransitive,positive,whether,4
observe,infinitival,none,intransitive,negative,that,1
observe,infinitival,none,intransitive,positive,that,242
observe,infinitival,none,intransitive,positive,whether,21
observe,modal,can,intransitive,positive,that,31
observe,modal,can,intransitive,positive,whether,1
observe,modal,could,intransitive,positive,whether,1
observe,modal,may,intransitive,positive,that,19
observe,modal,might,intransitive,positive,that,12
observe,modal,must,intransitive,positive,that,12
observe,modal,must,intransitive,positive,whether,2
observe,modal,should,intransitive,positive,that,10
observe,modal,will,intransitive,positive,that,19
observe,modal,would,intransitive,positive,that,22
observe,past,none,intransitive,negative,that,5
observe,past,none,intransitive,positive,that,2234
observe,past,none,intransitive,positive,whether,5
observe,perfect,none,intransitive,negative,that,5
observe,perfect,none,intransitive,positive,that,471
observe,perfect,none,transitive,positive,that,1
observe,present,none,intransitive,positive,that,1474
observe,present,none,intransitive,positive,whether,13
observe,progressive,none,intransitive,negative,whether,1
observe,progressive,none,intransitive,positive,that,15
obtain,infinitival,none,intransitive,positive,that,10
obtain,modal,should,intransitive,positive,whether,1
obtain,past,none,intransitive,positive,that,15
obtain,perfect,none,intransitive,negative,that,1
obtain,perfect,none,intransitive,positive,that,9
obtain,present,none,intransitive,positive,whether,4
occasion,perfect,none,intransitive,positive,that,1
occupy,perfect,none,intransitive,positive,that,3
occupy,present,none,intransitive,positive,that,26
occupy,progressive,none,intransitive,positive,that,1
occur,infinitival,none,intransitive,positive,that,12
occur,infinitival,none,intransitive,positive,whether,4
occur,modal,can,intransitive,positive,whether,2
occur,modal,could,intransitive,positive,whether,1
occur,modal,may,intransitive,positive,that,11
occur,modal,may,intransitive,positive,whether,1
occur,modal,shall,intransitive,positive,whether,1
occur,modal,will,intransitive,positive,whether,2
occur,modal,would,intransitive,positive,whether,2
occur,past,none,intransitive,negative,that,1
occur,past,none,intransitive,positive,that,112
occur,past,none,intransitive,positive,whether,5
occur,perfect,none,intransitive,positive,that,47
occur,perfect,none,intransitive,positive,whether,2
occur,present,none,intransitive,negative,that,3
occur,present,none,intransitive,positive,that,131
occur,present,none,intransitive,positive,whether,14
occur,progressive,none,intransitive,positive,that,16
occur,progressive,none,intransitive,positive,whether,1
off,present,none,intransitive,positive,that,10
offend,infinitival,none,intransitive,negative,that,1
offend,infinitival,none,intransitive,positive,that,3
offend,past,none,intransitive,positive,that,13
offend,past,none,transitive,positive,that,2
offend,present,none,transitive,positive,that,1
offense,present,none,intransitive,positive,that,118
offer,infinitival,none,intransitive,positive,that,83
offer,modal,can,intransitive,negative,that,4
offer,modal,can,intransitive,positive,that,16
offer,modal,could,intransitive,positive,that,12
offer,modal,would,intransitive,positive,that,20
offer,past,none,intransitive,negative,that,2
offer,past,none,intransitive,positive,that,101
offer,past,none,transitive,negative,that,1
offer,past,none,transitive,positive,that,7
offer,perfect,none,intransitive,negative,that,1
offer,perfect,none,intransitive,positive,that,17
offer,perfect,none,transitive,positive,that,6
offer,present,none,intransitive,negative,that,5
offer,present,none,intransitive,positive,that,250
offer,present,none,transitive,positive,that,2
offer,progressive,none,intransitive,negative,that,2
offer,progressive,none,intransitive,positive,that,12
offer,progressive,none,transitive,positive,that,2
offset,infinitival,none,intransitive,positive,that,13
offset,past,none,intransitive,positive,that,5
offset,perfect,none,intransitive,positive,that,1
offset,present,none,intransitive,positive,that,20
offshored,perfect,none,intransitive,positive,that,1
oil,present,none,intransitive,positive,that,26
omit,infinitival,none,intransitive,positive,that,6
omit,perfect,none,intransitive,positive,that,2
omit,present,none,intransitive,negative,that,1
omit,progressive,none,intransitive,positive,that,1
onething,progressive,none,intransitive,positive,that,1
open,infinitival,none,intransitive,negative,that,2
open,infinitival,none,intransitive,positive,that,31
open,modal,will,intransitive,negative,that,1
open,past,none,intransitive,negative,that,1
open,past,none,intransitive,positive,that,63
open,past,none,transitive,positive,that,3
open,perfect,none,intransitive,positive,that,12
open,present,none,intransitive,negative,that,7
open,present,none,intransitive,positive,that,159
open,progressive,none,intransitive,positive,that,8
operate,infinitival,none,intransitive,positive,that,10
operate,past,none,intransitive,negative,that,1
operate,past,none,intransitive,positive,that,5
operate,present,none,intransitive,positive,that,9
operate,progressive,none,intransitive,positive,that,1
opine,infinitival,none,intransitive,positive,that,12
opine,modal,could,intransitive,positive,whether,1
opine,modal,will,intransitive,positive,whether,1
opine,past,none,intransitive,positive,that,334
opine,perfect,none,intransitive,negative,that,1
opine,perfect,none,intransitive,positive,that,38
opine,present,none,intransitive,positive,that,83
opine,progressive,none,intransitive,negative,whether,1
opine,progressive,none,intransitive,positive,that,1
oppose,infinitival,none,intransitive,positive,that,4
oppose,past,none,intransitive,positive,that,22
oppose,perfect,none,intransitive,positive,that,3
oppose,present,none,intransitive,negative,that,1
oppose,present,none,intransitive,positive,that,34
oppose,present,none,transitive,positive,that,6
oppose,progressive,none,intransitive,positive,that,1
oppose,progressive,none,transitive,positive,that,3
opt,perfect,none,intransitive,positive,that,1
orchestrate,past,none,intransitive,positive,that,5
orchestrate,perfect,none,intransitive,positive,that,1
orchestrate,progressive,none,intransitive,positive,that,1
ordain,past,none,intransitive,negative,that,1
ordain,past,none,intransitive,positive,that,9
ordain,perfect,none,intransitive,positive,that,14
